Date,Open,High,Low,Close,Adj_Close,Volume,Price,BuyPrice,UnitsBought,CashUsed,InvestAmount,CashRemainder,CumUnits,CumInvested,AvgCost
2006-07-03,6727.23,6735.34,6705.25,6718.5,6718.47,2609800.0,6718.47,6718.47,1.63505,10985.0343735,10985.0343735,0.0,17.98555,116643.845681,6485.42
2006-08-01,6464.59,6478.34,6435.93,6441.46,6441.43,2440000.0,6441.43,6441.43,1.63505,10532.0601215,10532.0601215,0.0,19.6206,127175.90580250001,6481.7541666666675
2006-09-01,6631.83,6658.13,6625.23,6651.46,6651.43,2553800.0,6651.43,6651.43,1.63505,10875.4206215,10875.4206215,0.0,21.25565,138051.326424,6494.806153846154
2006-10-02,6907.43,6961.78,6907.43,6960.95,6960.92,3468400.0,6960.92,6960.92,1.63505,11381.452245999999,11381.452245999999,0.0,22.8907,149432.77867,6528.1
2006-11-01,7036.07,7058.69,7013.99,7013.99,7013.96,3055200.0,7013.96,7013.96,1.63505,11468.175298,11468.175298,0.0,24.52575,160900.953968,6560.490666666667
2006-12-01,7587.51,7621.81,7557.62,7613.57,7613.53,6260800.0,7613.53,7613.53,1.63505,12448.502226499999,12448.502226499999,0.0,26.1608,173349.45619449997,6626.305624999999
2007-01-02,7871.41,7937.26,7843.6,7920.8,7920.76,5710600.0,7920.76,7920.76,1.63505,12950.838638,12950.838638,0.0,27.795849999999998,186300.29483249996,6702.449999999999
2007-02-01,7751.3,7757.63,7679.78,7701.54,7701.5,2706600.0,7701.5,7701.5,1.63505,12592.337575,12592.337575,0.0,29.430899999999998,198892.63240749997,6757.952777777778
2007-03-01,7707.63,7761.4,7663.17,7678.67,7678.63,4230600.0,7678.63,7678.63,1.63505,12554.943981499999,12554.943981499999,0.0,31.065949999999997,211447.57638899997,6806.40947368421
2007-04-02,7888.17,7931.99,7866.59,7884.99,7884.95,4390000.0,7884.95,7884.95,1.63505,12892.2874975,12892.2874975,0.0,32.701,224339.86388649995,6860.3364999999985
2007-05-02,7900.76,7951.69,7890.54,7903.04,7903.0,3193200.0,7903.0,7903.0,1.63505,12921.80015,12921.80015,0.0,34.33605,237261.66403649995,6909.987142857141
2007-06-01,8236.76,8261.67,8224.28,8249.9,8249.86,4198400.0,8249.86,8249.86,1.63505,13488.933593,13488.933593,0.0,35.9711,250750.59762949994,6970.890454545453
2007-07-02,8903.77,8939.49,8849.35,8939.49,8939.45,5468400.0,8939.45,8939.45,1.63505,14616.447722500001,14616.447722500001,0.0,37.60615,265367.0453519999,7056.479999999998
2007-08-01,9188.6,9265.7,8891.88,8891.88,8891.84,8423400.0,8891.84,8891.84,1.63505,14538.602992,14538.602992,0.0,39.2412,279905.6483439999,7132.953333333332
2007-09-03,9018.89,9019.41,8947.06,8979.96,8979.92,4732000.0,8979.92,8979.92,1.63505,14682.618196,14682.618196,0.0,40.87625,294588.2665399999,7206.8319999999985
2007-10-01,9523.98,9555.07,9474.4,9488.5,9488.46,6169000.0,9488.46,9488.46,1.63505,15514.106522999997,15514.106522999997,0.0,42.5113,310102.3730629999,7294.586923076921
2007-11-01,9780.59,9785.75,9556.22,9598.23,9598.19,6153600.0,9598.19,9598.19,1.63505,15693.5205595,15693.5205595,0.0,44.14635,325795.8936224999,7379.905555555553
2007-12-03,8623.12,8645.62,8565.08,8583.84,8583.8,3307600.0,8583.8,8583.8,1.63505,14034.942189999998,14034.942189999998,0.0,45.7814,339830.83581249986,7422.9017857142835
2008-01-02,8491.57,8532.92,8319.58,8323.05,8323.01,4372600.0,8323.01,8323.01,1.63505,13608.537500499999,13608.537500499999,0.0,47.41645,353439.37331299984,7453.939999999997
2008-02-01,7613.58,7706.03,7583.65,7673.99,7673.96,4123200.0,7673.96,7673.96,1.63505,12547.308298,12547.308298,0.0,49.0515,365986.68161099986,7461.273999999998
2008-03-03,8213.7,8265.85,8147.27,8262.87,8262.83,5371400.0,8262.83,8262.83,1.63505,13510.140191499999,13510.140191499999,0.0,50.68655,379496.8218024999,7487.130645161288
2008-04-01,8593.2,8608.95,8419.72,8419.72,8419.68,5053400.0,8419.68,8419.68,1.63505,13766.597784,13766.597784,0.0,52.3216,393263.41958649986,7516.272812499998
2008-05-02,8998.06,9010.71,8950.28,8963.63,8963.59,5657600.0,8963.59,8963.59,1.63505,14655.9178295,14655.9178295,0.0,53.956649999999996,407919.33741599985,7560.130909090907
2008-06-02,8638.48,8724.47,8631.46,8724.47,8724.43,3714200.0,8724.43,8724.43,1.63505,14264.8792715,14264.8792715,0.0,55.591699999999996,422184.21668749984,7594.374999999997
