Date,Open,High,Low,Close,Adj_Close,Volume,Price,BuyPrice,InvestAmount,UnitsBought,CashUsed,CashRemainder,CumUnits,CumInvested,AvgCost
2013-02-01,7853.75,7866.23,7832.0,7855.97,7855.93,1838800.0,7855.93,7855.93,10000.0,1.272924,10000.0,0.0,126.154502,915000.0,7253.011073675358
2013-03-01,7917.72,7964.63,7917.72,7964.63,7964.59,2114200.0,7964.59,7964.59,10000.0,1.255557,10000.0,0.0,127.41005899999999,925000.0,7260.023323590173
2013-04-01,7934.25,7937.73,7896.57,7899.24,7899.2,1560000.0,7899.2,7899.2,10000.0,1.265951,10000.0,0.0,128.67601,935000.0,7266.311723529507
2013-05-02,8111.43,8139.49,8095.7,8128.51,8128.47,2151000.0,8128.47,8128.47,10000.0,1.230244,10000.0,0.0,129.906254,945000.0,7274.476562152274
2013-06-03,8177.97,8225.79,8149.45,8201.02,8200.98,2142200.0,8200.98,8200.98,10000.0,1.219366,10000.0,0.0,131.12562,955000.0,7283.092350678685
2013-07-01,8011.95,8063.47,7974.15,8036.0,8035.96,2063400.0,8035.96,8035.96,10000.0,1.244406,10000.0,0.0,132.370026,965000.0,7290.170057079236
2013-08-01,8110.73,8113.4,8056.22,8056.22,8056.18,2017200.0,8056.18,8056.18,10000.0,1.241283,10000.0,0.0,133.611309,975000.0,7297.286489424334
2013-09-02,8010.15,8052.71,7993.13,8038.86,8038.82,1807200.0,8038.82,8038.82,10000.0,1.243964,10000.0,0.0,134.855273,985000.0,7304.126698849958
2013-10-01,8173.99,8222.38,8172.79,8187.02,8186.98,2001300.0,8186.98,8186.98,10000.0,1.221452,10000.0,0.0,136.076725,995000.0,7312.0513445631495
2013-11-01,8474.47,8476.63,8378.94,8388.18,8388.14,2146900.0,8388.14,8388.14,10000.0,1.192159,10000.0,0.0,137.268884,1005000.0,7321.397032702618
2013-12-02,8429.24,8437.13,8391.82,8414.61,8414.57,1737900.0,8414.57,8414.57,10000.0,1.188415,10000.0,0.0,138.457299,1015000.0,7330.780011821551
2014-01-02,8618.6,8632.81,8587.54,8612.54,8612.5,2537600.0,8612.5,8612.5,10000.0,1.161103,10000.0,0.0,139.618402,1025000.0,7341.439132070856
2014-02-05,8290.17,8313.83,8230.46,8264.48,8264.44,3156100.0,8264.44,8264.44,10000.0,1.210003,10000.0,0.0,140.828405,1035000.0,7349.369610484476
2014-03-03,8627.15,8628.05,8545.24,8601.98,8601.94,2549200.0,8601.94,8601.94,10000.0,1.162528,10000.0,0.0,141.990933,1045000.0,7359.624857173098
2014-04-01,8847.34,8873.15,8826.16,8873.15,8873.11,2291600.0,8873.11,8873.11,10000.0,1.127001,10000.0,0.0,143.11793400000002,1055000.0,7371.54296819293
2014-05-02,8846.86,8875.9,8839.92,8867.32,8867.28,2118600.0,8867.28,8867.28,10000.0,1.127742,10000.0,0.0,144.24567600000003,1065000.0,7383.236915885089
2014-06-03,9106.61,9128.34,9070.45,9123.46,9123.42,2367700.0,9123.42,9123.42,10000.0,1.09608,10000.0,0.0,145.34175600000003,1075000.0,7396.360341208481
2014-07-01,9393.07,9463.06,9374.28,9441.92,9441.88,3004800.0,9441.88,9441.88,10000.0,1.059111,10000.0,0.0,146.40086700000003,1085000.0,7411.158295940964
2014-08-01,9223.75,9274.64,9201.83,9266.51,9266.47,2400600.0,9266.47,9266.47,10000.0,1.07916,10000.0,0.0,147.48002700000004,1095000.0,7424.734198075511
2014-09-01,9474.41,9532.66,9472.96,9513.06,9513.02,2065000.0,9513.02,9513.02,10000.0,1.051191,10000.0,0.0,148.53121800000002,1105000.0,7439.513490019316
2014-10-01,8958.87,9014.26,8918.96,8990.26,8990.22,1648000.0,8990.22,8990.22,10000.0,1.11232,10000.0,0.0,149.64353800000004,1115000.0,7451.040084336951
2014-11-03,9009.38,9029.71,8965.5,9004.86,9004.82,2063400.0,9004.82,9004.82,10000.0,1.110516,10000.0,0.0,150.75405400000002,1125000.0,7462.485884459199
